address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,shortName,longName,regularMarketChangePercent,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,trailingPegRatio
168 Robinson Road,#25-00 Capital Tower,Singapore,068912,Singapore,65 6713 2888,65 6713 2999,https://www.cict.com.sg,REIT - Retail,reit-retail,REIT - Retail,Real Estate,real-estate,Real Estate,"CapitaLand Integrated Commercial Trust (CICT) is the first and largest real estate investment trust (REIT) listed on Singapore Exchange Securities Trading Limited (SGX-ST) with a market capitalisation of S$15.9 billion as at 30 June 2025. It debuted on SGX-ST as CapitaLand Mall Trust in July 2002 and was renamed CICT in November 2020 following the merger with CapitaLand Commercial Trust. CICT owns and invests in quality income-producing assets primarily used for commercial (including retail and/or office) purpose, located predominantly in Singapore. As the largest proxy for Singapore commercial real estate, CICT's portfolio comprises 21 properties in Singapore, two properties in Frankfurt, Germany, and three properties in Sydney, Australia with a total property value of S$25.9 billion based on valuations of its proportionate interests in the portfolio as at 31 December 2024. CICT is managed by CapitaLand Integrated Commercial Trust Management Limited, a wholly owned subsidiary of CapitaLand Investment Limited, a leading global real asset manager with a strong Asia foothold.","[{'maxAge': 1, 'name': 'Mr. Choon-Siang  Tan', 'age': 47, 'title': 'CEO & Executive Director of CapitaLand Integrated Commercial Trust Management Limited', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mei Lian  Wong', 'age': 53, 'title': 'Chief Financial Officer of CapitaLand Integrated Commercial Trust Management Limited', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jacqueline  Lee', 'title': 'Head of Investment of CapitaLand Integrated Commercial Trust Mgmt Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mei Peng  Ho', 'title': 'Head of Investor Relations of CapitaLand Integrated Commercial Trust Management Limited', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pei Siang  Chia', 'title': 'Vice President of Group Communications', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chee Seng Pang', 'title': 'Dy GM & Head of Property Mgmt - Capitamall Trust Mgmt Ltd - Mngr', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tee Hieong  Tan', 'age': 57, 'title': 'Chief Corporate Officer of CapitaLand Development', 'yearBorn': 1967, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lee Yi  Zhuan', 'title': 'Head of Portfolio Management of CapitaLand Integrated Commercial Trust Management Limited', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wei Hsiung  Lee', 'title': 'Company Secretary of CapitaLand Integrated Commercial Trust Management Limited', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wei Seng Hon L.L.M.', 'title': 'Company Secretary of CapitaLand Integrated Commercial Trust Management Limited', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}]",1546214400,[],86400,4,2.38,2.4,2.38,2.42,2.38,2.4,2.38,2.42,0.18,7.49,1754956800,0.7996,4.69,0.606,17.142859,20.000002,23644300,23644300,21217770,19666921,19666921,2.38,2.4,0,0,18079211520,1.9,2.42,3.060682,0.935,11.427972,2.2912,2.13465,0.111,0.046638653,SGD,False,26584223744,0.61215,5801476504,7533004917,0.00299,0.50971,7533004917,2.128,1.1278195,1735603200,1767139200,1751241600,0.095,968422976,0.14,0.12,16.804,25.477,0.14975846,0.15106821,0.0697,1754956800,EQUITY,2.4,2.79,2.15,2.452,2.44,1.8,buy,15,169916000,0.023,1043459968,9144139776,0.213,0.213,1582013952,58.006,0.221,0.02587,0.06447,1081101056,550532864,1077769984,0.004,-0.005,0.68337,0.65958,0.66700995,SGD,C38U.SI,en-US,US,Equity,Delayed Quote,False,LOW,[],1761037854,SES,finmb_9875963,Asia/Singapore,SGT,28800000,sg_market,False,POSTPOST,CapLand IntCom T,CapitaLand Integrated Commercial Trust,0.84033525,2.4,0.04748611,0.2653501,0.12430614,20,10,CapitaLand Mall Trust,2025-10-16,1.8 - Buy,False,False,1194224400000,0.01999998,2.38 - 2.42,SES,21217770,0.5000001,0.26315796,1.9 - 2.42,-0.01999998,-0.008264455,14.975845,1754384400,1754384400,1754384400,1754384400,1754384400,False,0.14,0.12,0.11291,21.255867,0.10880017,22.0647
