address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,shortName,regularMarketTime,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketChangePercent,regularMarketPrice,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
10 Pasir Panjang Road,#13-01 Mapletree Business City,Singapore,117438,Singapore,65 6377 6111,65 6273 8607,https://www.mapletreeindustrialtrust.com,REIT - Industrial,reit-industrial,REIT - Industrial,Real Estate,real-estate,Real Estate,"Mapletree Industrial Trust is a real estate investment trust (REIT) listed on the Main Board of Singapore Exchange. Its principal investment strategy is to invest in a diversified portfolio of income-producing real estate used primarily for industrial purposes in Singapore and incomeproducing real estate used primarily as data centres worldwide beyond Singapore, as well as real estate-related assets. As at 30 June 2025, MIT's total assets under management was S$9.0 billion, which comprised 55 properties in North America (including 13 data centres held through the joint venture with Mapletree Investments Pte Ltd), 83 properties in Singapore and two properties in Japan. MIT's property portfolio includes Data Centres, Hi-Tech Buildings and Business Space and General Industrial Buildings. MIT is managed by Mapletree Industrial Trust Management Ltd. and sponsored by Mapletree Investments Pte Ltd.","[{'maxAge': 1, 'name': 'Ms. Lily  Ler C.F.A.', 'age': 52, 'title': 'CEO & Executive Director of Mapletree Industrial Trust Management Ltd.', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 941433, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Geng Foong  Khoo', 'title': 'Chief Financial Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Che Heng  Tan', 'age': 48, 'title': 'Head of Investment - Mapletree Industrial Trust Management Ltd.', 'yearBorn': 1976, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mui Lian  Cheng', 'title': 'Senior Manager of Investor Relations & Sustainability', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mei Fong  Tam', 'age': 47, 'title': 'Head of Asset Management - Mapletree Industrial Trust Management Ltd.', 'yearBorn': 1977, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Siok Khim  Chng', 'age': 55, 'title': 'Head of Marketing - Singapore - Mapletree Industrial Trust Management Ltd.', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul Tan Tzyy  Woon', 'age': 52, 'title': 'Head of Property Management - Singapore - Mapletree Industrial Trust Management Ltd', 'yearBorn': 1972, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ann  Shell-Johnson', 'age': 59, 'title': 'Head of Property Management - United States - Mapletree Industrial Trust Management Ltd.', 'yearBorn': 1965, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chin Voon  Woon', 'age': 50, 'title': 'Group Chief Development Officer', 'yearBorn': 1974, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sara  Wayson', 'age': 47, 'title': 'Head of Asset Management, Data Centre, United States - Mapletree Industrial Trust Management Ltd.', 'yearBorn': 1977, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,4,2.15,2.15,2.15,2.17,2.15,2.15,2.15,2.17,0.13,6.08,1754265600,1.1403,5.04,0.271,18.000002,15.428572,5480400,5480400,8137586,6650960,6650960,2.16,2.17,6161562112,1.83,2.46,3.358697,0.987228,8.65134,2.096,2.04975,0.134,0.062325582,SGD,False,9254494208,0.48908,2126931544,2852575021,0.0092400005,0.43304002,2852575021,1.688,1.2796209,1743379200,1774915200,1751241600,0.032,338878016,0.12,0.14,12.994,19.992,-0.11885244,0.15106821,0.0327,1754265600,EQUITY,2.16,2.59844,1.85,2.21275,2.205,2.42857,buy,14,109245000,0.038,462912000,3229646080,0.224,1.16,712209024,63.113,0.25,0.03319,0.06708,481067008,-339763872,464303008,0.027,0.002,0.67546,0.64997,0.67898005,SGD,ME8U.SI,en-US,US,Equity,Delayed Quote,False,LOW,Mapletree Industrial Trust,Mapletree Ind Tr,1761037770,POSTPOST,False,1287622800000,0.00999999,2.15 - 2.17,SES,8137586,0.33000004,0.18032789,1.83 - 2.46,-0.29999995,-0.1219512,-11.885243,1761728400,1761728400,1761728400,SES,finmb_113466343,Asia/Singapore,SGT,28800000,sg_market,False,[],0.46511582,2.16,1761814800,1761814800,False,0.12,0.14,0.12692,17.018595,0.06400013,0.030534415,0.110249996,0.05378704,20,10,2.4 - Buy,False,2.5562
