address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,averageAnalystRating,cryptoTradeable,marketState,trailingPegRatio
"1 Tanglin Road, #05-01",Orchard Rendezvous Hotel,Singapore,247905,Singapore,65 6833 6676,65 6833 6673,https://www.fehtrust.com,REIT - Diversified,reit-diversified,REIT - Diversified,Real Estate,real-estate,Real Estate,"Far East H-Trust is a Singapore-Focused Hotel and Serviced Residence Hospitality Trust listed on the Main Board of The Singapore Exchange Securities Trading Limited (SGX-ST). Comprising Far East Hospitality Real Estate Investment Trust (Far East H-REIT) and Far East Hospitality Business Trust (Far East H-BT), Far East H-Trust was listed on the SGX-ST on 27 August 2012 and has a portfolio of 13 properties totaling 3,334 hotel rooms and serviced residence units valued at approximately S$2.58 billion as at 31 December 2024. In addition, Far East HREIT holds a 30.0% stake in Fontaine Investment Pte Ltd (a joint venture with Far East Organization Centre Pte. Ltd., a member company of Far East Organization), which has developed three hotels in Sentosa. Managed by FEO Hospitality Asset Management Pte. Ltd. and FEO Hospitality Trust Management Pte. Ltd. (collectively, the Managers) and sponsored by members of Far East Organization Group (the Sponsor), Far East H-Trust seeks to provide Stapled Securityholders with regular, stable and growing distributions on a half-yearly basis.","[{'maxAge': 1, 'name': 'Mr. Hwee Keong  Lee', 'age': 58, 'title': 'CEO & Executive Director of FEO Hospitality Asset Management Pte Ltd', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 694796, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Siew Buay  Yap', 'age': 51, 'title': 'Chief Financial Officer of FEO Hospitality Asset Management Pte Ltd', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wei De Tan', 'title': 'Vice President of Investment & Asset Management for FEO Hospitality Asset Management Pte Ltd', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. You Rong  Tan', 'title': 'Manager of Investor Relations & Sustainability Management - Feo Hospitality Asset Management Pte Ltd', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eng Kiat Tan', 'title': 'Vice President of Asset Management of Feo Hospitality Asset Management Pte Ltd', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Moi Heyang  Lin', 'title': 'Joint Company Secretary of FEO Hospitality Asset Management Pte Ltd', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pei Chan Tang', 'title': 'Joint Company Secretary of FEO Hospitality Asset Management Pte Ltd', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.6,0.61,0.6,0.61,0.6,0.61,0.6,0.61,0.04,7.22,1754438400,2.3096,5.37,0.545,30.250002,20.166668,720900,720900,1126825,837830,837830,0.6,0.605,0,0,1223097088,0.495,0.64,1.22,0.35,11.488471,0.5984,0.578575,0.039,0.065,SGD,False,1978368768,0.33345002,968025712,2021648000,0.54065,0.14159,2038495067,0.906,0.66777045,1735603200,1767139200,1751241600,-0.368,35500000,0.02,0.03,18.583,-0.047619045,0.15106821,0.0225,1754438400,EQUITY,0.605,0.81,0.5,0.66429,0.7,2.28571,buy,7,12407000,0.006,777652992,0.221,0.537,106463000,42.442,0.053,0.019989999,0.01925,85371000,35580124,87648000,-0.377,-0.042,0.80188006,0.0,0.76525,SGD,Q5T.SI,en-US,US,Equity,Delayed Quote,False,LOW,[],1761037477,SES,finmb_215740287,Asia/Singapore,SGT,28800000,sg_market,False,0.83333254,0.605,False,1346029200000,0.004999995,0.6 - 0.61,SES,1126825,0.110000014,0.22222225,0.495 - 0.64,-0.034999967,-0.054687448,-4.7619047,1753662600,1754008200,True,0.02,0.03,0.03066,19.732552,0.0066000223,0.011029449,0.026425004,0.045672562,20,10,Far East HTrust,Far East Hospitality Trust,2.3 - Buy,False,POSTPOST,
