address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
1 HarbourFront Avenue,"Level 2, Keppel Bay Tower",Singapore,098632,Singapore,65 6803 1818,65 6251 1717,https://www.keppeldcreit.com,REIT - Office,reit-office,REIT - Office,Real Estate,real-estate,Real Estate,"Keppel DC REIT was listed on the Singapore Exchange on 12 December 2014 as the first pure-play data centre REIT in Asia. Keppel DC REIT's investment strategy is to principally invest, directly or indirectly, in a diversified portfolio of income-producing real estate assets which are used primarily for data centre purposes, as well as real estate and assets necessary to support the digital economy. Keppel DC REIT's investments comprise a mix of colocation, fully-fitted and shell and core assets, as well as debt securities, thereby reinforcing the diversity and resiliency of its portfolio. Keppel DC REIT is managed by Keppel DC REIT Management Pte. Ltd. (the Manager) and is sponsored by Keppel, a global asset manager and operator with strong expertise in sustainability-related solutions spanning the areas of infrastructure, real estate and connectivity.","[{'maxAge': 1, 'name': 'Mr. Hwee Long  Loh', 'age': 47, 'title': 'Chief Executive Officer of Keppel DC REIT Management Pte Ltd', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sin Jun  Lee', 'age': 39, 'title': 'Chief Financial Officer of Keppel DC REIT Management Pte Ltd', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Renee  Goh', 'title': 'Senior Manager of Investor Relations & Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stefan  Loe', 'title': 'Senior Manager of Corporate Communications', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jialing  Cai', 'age': 42, 'title': 'Head of Portfolio Management of Keppel DC REIT Management Pte Ltd', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wei Ming  Tan', 'title': 'Company Secretary of Keppel DC REIT Management Pte Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Yee Sheng  Chiam', 'title': 'Company Secretary of Keppel DC REIT Management Pte Ltd.', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,2.35,2.36,2.36,2.4,2.35,2.36,2.36,2.4,0.1,4.35,1754006400,0.5628,3.96,0.646,14.000001,23.800001,7969700,7969700,7192787,6316920,6316920,2.38,2.39,0,0,5393650176,1.84,2.44,3.16,0.912809,14.800805,2.3532355,2.2263088,0.1,0.042553194,SGD,False,6694084608,0.89498,1850328356,2266239517,0.0054699997,0.49041998,2266239517,1.584,1.5025253,1735603200,1767139200,1751241600,0.226,326145984,0.17,0.1,18.369,0.017315984,0.15106821,0.051121,1754006400,EQUITY,2.38,2.8,2.3,2.53192,2.52968,1.66667,buy,15,250802000,0.111,1587209984,1.707,1.81,364416000,43.719,0.18,0.03429,0.11257,278296992,109599504,227690000,-0.06,0.344,0.76368,0.0,0.74069,SGD,AJBU.SI,en-US,US,Equity,Delayed Quote,False,LOW,[],1761038117,SES,finmb_279969330,Asia/Singapore,SGT,28800000,sg_market,False,POSTPOST,SES,7192787,0.5400001,0.2934783,1.84 - 2.44,-0.059999943,-0.02459014,1.7315984,1753434000,1753434000,1753434000,1737684000,1737684000,False,0.17,0.1,0.10695,22.253391,0.026764631,0.011373546,0.15369129,0.06903413,20,10,1.7 - Buy,False,Keppel DC Reit,Keppel DC REIT,0.03000021,2.36 - 2.4,1.2766048,2.38,False,1418346000000,
