address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
1000 Toa Payoh North,News Centre,Singapore,318994,Singapore,65 6319 3380,65 6319 8149,https://paragonreit.com.sg,REIT - Retail,reit-retail,REIT - Retail,Real Estate,real-estate,Real Estate,"PARAGON REIT is a Singapore-based real estate investment trust established principally to invest in a portfolio of income-producing real estate primarily for retail purposes in AsiaPacific, as well as real estate-related assets. PARAGON REIT has a portfolio of five assets in Singapore and Australia. Its portfolio of properties in Singapore comprises a 99-year leasehold interest in Paragon that commenced on 24 July 2013, a 99-year leasehold interest in The Clementi Mall that commenced on 31 August 2010 and a 99-year leasehold interest in The Rail Mall that commenced on 18 March 1947. These Singapore properties have an aggregate net lettable area of approximately 960,000 sq. ft. In Australia, PARAGON REIT owns a 50% freehold interest in Westfield Marion Shopping Centre, the largest regional shopping centre in Adelaide, South Australia. PARAGON REIT also owns an 85% interest in Figtree Grove Shopping Centre, a freehold subregional shopping centre in Wollongong, New South Wales, Australia. Both Australian properties have an aggregate gross lettable area of approximately 1.7 million sq. ft.","[{'maxAge': 1, 'name': 'Ms. Mee Yin  Leng', 'title': 'Chief Executive Officer of PARAGON REIT Management Pte Ltd.', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Yeng Yeng  Woo', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Qinyin  Zheng', 'title': 'Head of Investment', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hoong Chun Lee', 'title': 'Head of Investor Relations & Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pauline  Loh', 'title': 'Head of Leasing (Paragon) - SPH REIT Management Pte Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Irene  Ng', 'title': 'Head of Leasing (Suburban) - SPH REIT Management Pte Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Francis  Lim', 'title': 'Head of Facilities & Projects Management - SPH REIT Management Pte Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marc  Ang', 'title': 'Head of Asset Management', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jinyang  Huang', 'title': 'Company Secretary of PARAGON REIT Management Pte. Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}]",86400,4,0.99,0.99,0.99,0.995,0.99,0.99,0.99,0.995,0.05,0.047,1739836800,0.45599997,5.27,0.653,9.0,21.290321,1081000,1081000,1078074,2691890,2691890,0.99,0.995,2810619904,0.81,0.995,9.339035,0.8893,0.8749,0.047,0.047474746,SGD,4246337792,1.04532,1214102629,2839010048,0.58077997,0.15742,2839010048,0.938,1.0554371,1735603200,1767139200,1735603200,0.439,306404992,0.11,0.05,14.11,21.469,0.1715976,0.22894537,0.0233,1739836800,SES,EQUITY,SK6U.SI,SK6U.SI,PARAGONREIT,Paragon REIT,1374627600,Asia/Singapore,SGT,1aed255d-56fc-3ba3-8169-2b110da95948,finmb_241389153,28800000,0.99,1.05,0.98,1.015,1.015,2.5,buy,2,105786000,0.037,197784992,1530929024,0.183,0.447,300953984,57.234,0.106,0.028789999,0.11314999,206622000,-72942624,199158000,0.505,0.053,0.68656,0.65719,0.64805,SGD,
