address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,cryptoTradeable,marketState,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,shortName,longName,corporateActions,trailingPegRatio
"10 Anson Road, #23-15",International Plaza,Singapore,079903,Singapore,65 6835 9232,65 6835 9672,https://www.acrophytetrust.com,REIT - Hotel & Motel,reit-hotel-motel,REIT - Hotel & Motel,Real Estate,real-estate,Real Estate,"Listed on the Singapore Exchange on 9 May 2019, Acrophyte Hospitality Trust (ACRO-HT) is a hospitality stapled group comprising Acrophyte Hospitality Property Trust and Acrophyte Hospitality Management Trust. ACRO-HT invests in income-producing real estate assets used primarily for hospitality purposes located in the United States. As at the date of this announcement, ACRO-HT's portfolio comprises 33 select-service hotels with a total of 4,315 rooms across 17 states in the United States. ACRO-HT is managed by Acrophyte Hospitality Trust Management Pte. Ltd. and Acrophyte Hospitality Business Trust Management Pte. Ltd, (collectively known as the Managers). The Managers are wholly-owned subsidiaries of Acrophyte Asset Management Pte Ltd (Acrophyte AM).","[{'maxAge': 1, 'name': 'Mr. Jin Yong  Lee', 'title': 'Chief Executive Officer of ARA Trust Management & ARA Business Trust Management', 'fiscalYear': 2024, 'totalPay': 871470, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chee Wah  Sim', 'age': 56, 'title': 'Chief Financial Officer of ARA Trust Management & ARA Business Trust Management', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James S.  Jung', 'title': 'Director of Investments of ARA Trust Management & ARA Business Trust Management', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dawn  Lee', 'title': 'Investor Relations Manager of ARA Trust Management & ARA Business Trust Management', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Wendy  Pek', 'title': 'Manager of Compliance at ARA Trust Management & ARA Business Trust Management', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mei Mei  Low', 'title': 'Company Secretary of ARA Trust Management & ARA Business Trust Management', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sze Wan  Yong', 'age': 43, 'title': 'Assistant Director of Finance at ARA Trust Management & ARA Business Trust Management', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.265,0.26,0.26,0.265,0.265,0.26,0.26,0.265,0.01,4.8,1755129600,1.5992999,1.381,1064500,1064500,388523,431070,431070,0.26,0.24,150826624,0.181,0.33,0.9,0.181,0.92544734,0.2902,0.247695,0.013,0.04905661,USD,False,448486304,-13.684211,-0.14004,406344748,580102394,0.49375,0.00090000004,591047721,0.701,0.37089872,1735603200,1767139200,1751241600,-22824000,-0.04,0.0,2.752,12.098,0.059999943,0.1719923,0.005521,1755129600,EQUITY,0.26,0.25,0.25,0.25,0.25,none,1,29743000,0.051,37072000,324502016,2.057,2.08,162976992,79.801,0.281,0.00495,-0.056160003,43487000,34372624,32292000,-0.069,0.26683,0.22747,0.00067000004,USD,XZL.SI,en-US,US,Equity,Delayed Quote,False,LOW,False,1557363600000,0.26,-0.004999995,0.26 - 0.265,SES,388523,0.078999996,0.43646407,0.181 - 0.33,-0.07000002,-0.21212128,5.9999943,1753873140,1754308800,True,-0.04,0.0,-0.021,-12.380952,-0.030200005,-0.10406618,0.0123049915,0.049677998,20,10,ARA US Hospitality Trust,2025-10-07,False,POSTPOST,1759827899,SES,finmb_611685734,Asia/Singapore,SGT,28800000,sg_market,False,-1.8867908,Acro HTrust USD,Acrophyte Hospitality Trust,[],
