address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
10 Pasir Panjang Road,"#13-01, Mapletree Business City",Singapore,117438,Singapore,65 6377 6111,65 6274 3185,https://www.mapletreepact.com,REIT - Office,reit-office,REIT - Office,Real Estate,real-estate,Real Estate,"Mapletree Pan Asia Commercial Trust (MPACT) is a real estate investment trust (REIT) positioned to be the proxy to key gateway markets of Asia. Listed on the Singapore Exchange Securities Limited on 27 April 2011, it made its public market debut as Mapletree Commercial Trust and was subsequently renamed MPACT on 3 August 2022 following the merger with Mapletree North Asia Commercial Trust. Its principal investment objective is to invest on a long-term basis, directly or indirectly, in a diversified portfolio of income-producing real estate used primarily for office and/or retail purposes, as well as real estate-related assets, in the key gateway markets of Asia (including but not limited to Singapore, Hong Kong, China, Japan and South Korea). MPACT's portfolio comprises 17 commercial properties across five key gateway markets of Asia  four in Singapore, one in Hong Kong, two in China, nine in Japan and one in South Korea. They have a total lettable area of 10.5 million square feet independently valued at S$16.0 billion.","[{'maxAge': 1, 'name': 'Ms. Hwee Li  Lim', 'age': 51, 'title': 'CEO & Executive Director - MPACT Management Ltd.', 'yearBorn': 1973, 'fiscalYear': 2025, 'totalPay': 1211656, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Bee Lian  Tan', 'age': 54, 'title': 'Chief Financial Officer of MPACT Management Ltd.', 'yearBorn': 1970, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wee Leong  Koh', 'title': 'Head of Investments & Asset Management - MPACT Management Ltd.', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Teng Li  Yeng', 'title': 'Director of Investor Relations - MPACT Management Ltd.', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Charissa  Wong', 'title': 'Head of Retail Management of MPACT Management Ltd.', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Georgina  Goh', 'title': 'Head of Leasing Office - MPACT Management Ltd.', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kwong Weng  Wan', 'age': 52, 'title': 'Joint Company Secretary of MPACT Management Ltd.', 'yearBorn': 1972, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Hui Hui  See', 'age': 43, 'title': 'Joint Company Secretary of MPACT Management Ltd.', 'yearBorn': 1981, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",1767139200,[],86400,4,1.45,1.45,1.45,1.47,1.45,1.45,1.45,1.47,0.08,5.48,1754438400,0.71819997,5.35,0.753,13.272728,18.25,5958800,5958800,8923870,5141178,5141178,1.45,1.46,0,0,7701195776,1.09,1.48,2.48,0.770111,8.557664,1.4048,1.2644,0.079,0.054482758,SGD,False,13416921088,0.65314,2319023497,5274791453,0.00575,0.67356,5274791453,1.742,0.8381171,1743379200,1774915200,1751241600,-0.01,583083008,0.11,0.08,14.909,21.288,0.021126747,0.15106821,0.0201,1754438400,EQUITY,1.46,1.86,1.15,1.48143,1.5,1.64286,buy,14,150110000,0.028,630262976,5912586240,0.401,0.562,899918016,62.624,0.171,0.02418,0.061929997,634662016,221656368,611806976,-0.012,-0.075,0.70524,0.70036006,0.70311,SGD,N2IU.SI,en-US,US,Equity,Delayed Quote,False,LOW,[],1761037571,SES,finmb_128241643,Asia/Singapore,SGT,28800000,sg_market,False,POSTPOST,SES,8923870,0.37,0.33944952,1.09 - 1.48,-0.01999998,-0.013513501,2.1126747,1761123600,1761123600,1761123600,1761123600,1761123600,False,0.11,0.08,0.0769,18.985697,0.05519998,0.039293833,0.19560003,0.15469791,20,10,Mapletree Commercial Trust,2025-10-16,1.6 - Buy,False,Mapletree PanAsia Com Tr,Mapletree Pan Asia Commercial Trust,0.00999999,1.45 - 1.47,0.68965447,1.46,False,1303866000000,
