Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-07 00:00:00+08:00,0.21923707802983314,0.21923707802983314,0.2120489627122879,0.2120489627122879,91200,0.0,0.0
2020-10-08 00:00:00+08:00,0.22283113147360603,0.22283113147360603,0.20486087478917778,0.2084549218416214,545300,0.0,0.0
2020-10-09 00:00:00+08:00,0.20845492184162137,0.212048968894065,0.20486087478917778,0.2084549218416214,586500,0.0,0.0
2020-10-12 00:00:00+08:00,0.2120489627122879,0.21564303108216532,0.20845491576462008,0.2120489627122879,72500,0.0,0.0
2020-10-13 00:00:00+08:00,0.21564304202702256,0.2192370891571045,0.21204897347472995,0.2192370891571045,181300,0.0,0.0
2020-10-14 00:00:00+08:00,0.21923706522181613,0.21923706522181613,0.2156430184841156,0.2156430184841156,68600,0.0,0.0
2020-10-15 00:00:00+08:00,0.21923708299864728,0.222831130027771,0.21564303596952358,0.222831130027771,236000,0.0,0.0
2020-10-16 00:00:00+08:00,0.21923706522181613,0.21923706522181613,0.2156430184841156,0.2156430184841156,93000,0.0,0.0
2020-10-19 00:00:00+08:00,0.2156430184841156,0.2156430184841156,0.2156430184841156,0.2156430184841156,0,0.0,0.0
2020-10-20 00:00:00+08:00,0.21923706522181613,0.21923706522181613,0.2156430184841156,0.2156430184841156,41100,0.0,0.0
2020-10-21 00:00:00+08:00,0.21923708299864728,0.222831130027771,0.21564303596952358,0.222831130027771,43500,0.0,0.0
2020-10-22 00:00:00+08:00,0.2192370891571045,0.2192370891571045,0.2192370891571045,0.2192370891571045,20900,0.0,0.0
2020-10-23 00:00:00+08:00,0.2192370891571045,0.2192370891571045,0.2192370891571045,0.2192370891571045,61800,0.0,0.0
2020-10-26 00:00:00+08:00,0.2192370891571045,0.2228311362871864,0.2192370891571045,0.2192370891571045,22500,0.0,0.0
2020-10-27 00:00:00+08:00,0.2192370891571045,0.2228311362871864,0.21564304202702256,0.2192370891571045,153200,0.0,0.0
2020-10-28 00:00:00+08:00,0.21564303108216532,0.21564303108216532,0.2120489627122879,0.2120489627122879,31200,0.0,0.0
2020-10-29 00:00:00+08:00,0.2120489627122879,0.2120489627122879,0.2120489627122879,0.2120489627122879,0,0.0,0.0
2020-10-30 00:00:00+08:00,0.21204895052107803,0.21204895052107803,0.17970250842953364,0.201266810297966,460800,0.0,0.0
2020-11-02 00:00:00+08:00,0.201266810297966,0.20486085703900334,0.19767276355692867,0.201266810297966,117500,0.0,0.0
2020-11-03 00:00:00+08:00,0.21564303736871882,0.21564303736871882,0.20486087478917778,0.2084549218416214,253900,0.0,0.0
2020-11-04 00:00:00+08:00,0.20845492184162137,0.20845492184162137,0.20845492184162137,0.2084549218416214,11500,0.0,0.0
2020-11-05 00:00:00+08:00,0.20845492184162137,0.20845492184162137,0.20845492184162137,0.2084549218416214,17800,0.0,0.0
2020-11-06 00:00:00+08:00,0.2156430281904193,0.2156430281904193,0.20486086606979367,0.2048608660697937,84400,0.0,0.0
2020-11-09 00:00:00+08:00,0.21564304202702256,0.22642518341726833,0.21564304202702256,0.2192370891571045,75700,0.0,0.0
2020-11-10 00:00:00+08:00,0.24080139450879534,0.2659597459616231,0.24080139450879534,0.2623656988143921,1771100,0.0,0.0
2020-11-11 00:00:00+08:00,0.26595971595694207,0.26595971595694207,0.24439541408415738,0.2479894608259201,417000,0.0,0.0
2020-11-12 00:00:00+08:00,0.25517756346851134,0.258771631761484,0.24798946972698427,0.2515835165977478,191600,0.0,0.0
2020-11-13 00:00:00+08:00,0.2515834946399205,0.2515834946399205,0.2372073084115982,0.2372073084115982,387700,0.0,0.0
2020-11-16 00:00:00+08:00,0.25158350756768283,0.25158350756768283,0.24080136734239466,0.2479894608259201,159800,0.0,0.0
2020-11-17 00:00:00+08:00,0.2515835242342348,0.2695537805557251,0.2515835242342348,0.2695537805557251,508500,0.0,0.0
2020-11-18 00:00:00+08:00,0.2695537805557251,0.2731478275355812,0.2623656865960129,0.2695537805557251,304200,0.0,0.0
2020-11-19 00:00:00+08:00,0.26955373755877265,0.26955373755877265,0.2587715983390808,0.2587715983390808,103900,0.0,0.0
2020-11-20 00:00:00+08:00,0.2659597459616231,0.2659597459616231,0.2623656988143921,0.2623656988143921,139700,0.0,0.0
2020-11-23 00:00:00+08:00,0.2731478032020941,0.2731478032020941,0.2659597098827362,0.2659597098827362,114000,0.0,0.0
2020-11-24 00:00:00+08:00,0.27314780647803816,0.28752401471138,0.27314780647803816,0.28752401471138,1010200,0.0,0.0
2020-11-25 00:00:00+08:00,0.28752401767857544,0.3270585746615989,0.28752401767857544,0.3090883195400238,2767200,0.0,0.0
2020-11-26 00:00:00+08:00,0.3126823462355564,0.3270585536956787,0.3126823462355564,0.3270585536956787,2288100,0.0,0.0
2020-11-27 00:00:00+08:00,0.3270585536956787,0.3306526002051576,0.3198704392545141,0.3270585536956787,433500,0.0,0.0
2020-11-30 00:00:00+08:00,0.33065260912949396,0.33065260912949396,0.3126823546748744,0.3162764012813568,893500,0.0,0.0
2020-12-01 00:00:00+08:00,0.30908831373827905,0.3198704537555128,0.3054942670658678,0.3126823604106903,343400,0.0,0.0
2020-12-02 00:00:00+08:00,0.31268234906795317,0.3270585566583007,0.31268234906795317,0.3198704421520233,733900,0.0,0.0
2020-12-03 00:00:00+08:00,0.3198704421520233,0.3270585566583007,0.3198704421520233,0.3198704421520233,87000,0.0,0.0
2020-12-04 00:00:00+08:00,0.3234645094022082,0.3306526243686676,0.3234645094022082,0.3306526243686676,341600,0.0,0.0
2020-12-07 00:00:00+08:00,0.33065265495022333,0.3809693358359003,0.32346453931894614,0.3522169589996338,2092100,0.0,0.0
