address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,corporateActions,regularMarketTime,messageBoardId,marketState,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
8 Cross Street,"#16-03, Manulife Tower",Singapore,048424,Singapore,65 6801 1062,65 6446 9584,https://www.manulifeusreit.sg,REIT - Office,reit-office,REIT - Office,Real Estate,real-estate,Real Estate,"Manulife US Real Estate Investment Trust (Manulife US REIT or MUST) is the first pure-play U.S. office REIT listed in Asia. It is a Singapore-listed REIT established with the investment strategy principally to invest, directly or indirectly, in a portfolio of income-producing office real estate in key markets in the United States (U.S.), as well as real estate-related assets. As at 30 June 2025, MUST's portfolio comprised seven freehold office properties in Arizona, California, Georgia, New Jersey, Virginia and Washington D.C., with an aggregate net lettable area of 3.5 million sq ft.",16,"[{'maxAge': 1, 'name': 'Mr. John Anthony Casasante', 'title': 'CEO & Chief Information Officer of Manulife US Real Estate Management Pte. Ltd', 'fiscalYear': 2024, 'totalPay': 255008, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mushtaque Muhammad Ali', 'title': 'Chief Financial Officer of Manulife US Real Estate Management Pte. Ltd', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Wylyn  Liu', 'title': 'Head of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Lee  Meixian', 'title': 'Senior Manager of Investor Relations & Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chia Yee  Choong', 'title': 'Head of Finance at Manulife US Real Estate Management Pte. Ltd', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Chiu Suan  Chua', 'title': 'Company Secretary & Chief Corporate Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,0.071,0.073,0.072,0.073,0.071,0.073,0.072,0.073,1676505600,0.0,13.16,1.115,2.3999999,986500,986500,5636217,1731870,1731870,0.072,0.073,0,0,127912704,0.053,0.117,1.08,0.04,0.9058524,0.07538,0.072695,0.0,0.0,USD,False,643742784,-1.71686,1650492174,1776565421,0.03423,0.15109,1776569984,0.208,0.34615383,1735603200,1767139200,1751241600,-242432000,-0.14,0.03,4.559,9.008,-0.37719297,0.15106821,0.0214,1676505600,EQUITY,0.072,0.13,0.1,0.115,0.115,none,2,75047000,0.041,71462000,588496000,1.94,1.95,141207008,154.034,0.079,0.02987,-0.48171002,63871000,14208000,33697000,-0.304,0.45231998,0.50608003,0.45389,USD,BTOU.SI,en-US,US,Equity,Delayed Quote,False,LOW,ManulifeReit USD,Manulife US Real Estate Investment Trust,[],1761037477,finmb_302733979,POSTPOST,SES,Asia/Singapore,SGT,28800000,sg_market,False,1.4084431,0.072,False,1463706000000,0.0009999946,0.072 - 0.073,SES,5636217,0.018999998,0.35849053,0.053 - 0.117,-0.045,-0.3846154,-37.7193,1755162000,1755162000,1755162000,1755162000,1755162000,False,-0.14,0.03,-0.0033800006,-0.04483949,-0.00069500506,-0.009560562,20,10,False,
