address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,shortName,regularMarketTime,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,corporateActions,regularMarketChangePercent,regularMarketPrice,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
9 Raffles Place,#26-01 Republic Plaza,Singapore,048619,Singapore,65 6236 3333,65 6236 4399,https://www.plifereit.com,REIT - Healthcare Facilities,reit-healthcare-facilities,REIT - Healthcare Facilities,Real Estate,real-estate,Real Estate,"Parkway Life Real Estate Investment Trust (PLife REIT) is one of Asia's largest listed healthcare REITs by asset size. It invests in income-producing real estate and real estate related assets that are used primarily for healthcare and healthcare-related purposes (including but are not limited to, hospitals, healthcare facilities and real estate and/or real estate assets used in connection with healthcare research, education, and the manufacture or storage of drugs, medicine and other healthcare goods and devices). PLife REIT owns a well-diversified portfolio of 75 properties, with a total portfolio size of approximately S$2.46 billion. It owns the largest portfolio of strategically located private hospitals in Singapore comprising Mount Elizabeth Hospital, Gleneagles Hospital and Parkway East Hospital. In addition, it has 60 assets of high-quality nursing home and care facility properties in various prefectures of Japan, 11 assets of high-quality nursing homes well located across six regions in France. It also owns strata-titled units/lots in MOB Specialist Clinics Kuala Lumpur in Malaysia.","[{'maxAge': 1, 'name': 'Mr. Yean Chau  Yong', 'age': 58, 'title': 'CEO & Executive Director of Parkway Trust Management Limited', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 1334087, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hock Leong  Loo', 'age': 54, 'title': 'CFO & COO', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Seak Sze  Tan', 'age': 56, 'title': 'Chief Investment Officer of Parkway Trust Management Limited', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Annie  Chen', 'title': 'VP & Head of Corporate Finance of Parkway Trust Management Limited', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nicole  Chua', 'title': 'Assistant VP & Head of Legal, Compliance & Strategic Human Resource Management', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Chin Ping  Teo', 'title': 'VP & Head of Projects of Parkway Trust Management Limited', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Shawn  Yap', 'title': 'VP & Head of Special Projects', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Patricia  Ng', 'title': 'VP & Head of Finance of Parkway Trust Management Limited', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Weng Bunn  Lee', 'title': 'VP & Head of Investment', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Zhi Lei  Tan', 'title': 'Senior Manager & Head of Financial Accounting', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,4.15,4.16,4.15,4.18,4.15,4.16,4.15,4.18,0.15,3.62,1755043200,1.1337,3.52,0.302,31.923079,24.411764,514900,514900,955479,754280,754280,4.14,4.15,0,0,2707680256,3.42,4.44,5.22,0.645,17.91315,4.1628,4.0595,0.15,0.03614458,SGD,False,3585977088,0.5535,437486755,652453073,0.33765998,0.21925,652453073,2.444,1.6980361,1735603200,1767139200,1751241600,-0.145,83665000,0.13,0.17,23.724,0.040100217,0.15106821,0.0765,1755043200,EQUITY,4.15,5.34,4.17,4.77167,4.825,1.5,strong_buy,6,49043000,0.075,927476992,0.927,1.491,151156000,58.175,0.232,0.03108,0.055430003,141426000,-0.207,0.089,0.93563,0.0,0.8123,SGD,C2PU.SI,en-US,US,Equity,Delayed Quote,False,LOW,Parkway Life Real Estate Investment Trust,ParkwayLife Reit,1761037749,POSTPOST,False,1194397200000,0.0,4.15 - 4.18,SES,955479,0.73,0.2134503,3.42 - 4.44,-0.28999996,-0.065315306,4.0100217,1754470800,1754470800,1754470800,SES,finmb_36190710,Asia/Singapore,SGT,28800000,sg_market,False,[],0.0,4.15,False,0.13,0.17,0.16788,24.72004,-0.01279974,-0.003074791,0.09049988,0.022293355,20,10,1.5 - Strong Buy,False,
