address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,shortName,longName,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingPegRatio
"5 Temasek Boulevard, #12-01",Suntec Tower Five,Singapore,038985,Singapore,65 6835 9232,65 6835 9672,https://www.suntecreit.com,REIT - Diversified,reit-diversified,REIT - Diversified,Real Estate,real-estate,Real Estate,"Listed on 9 December 2004, Suntec REIT holds properties in Suntec City, Singapore's largest integrated commercial development (including one of Singapore's largest shopping mall), a 66.3% interest in Suntec Singapore Convention & Exhibition Centre, a one-third interest in One Raffles Quay and a one-third interest in Marina Bay Financial Centre Towers 1 and 2 and the Marina Bay Link Mall. Suntec REIT holds a 100% interest in a commercial building located at 177 Pacific Highway, Sydney, a 100% interest in a commercial building located at 21 Harris Street, Pyrmont, Sydney, a 50.0% interest in Southgate Complex, Melbourne, a 50.0% interest in a commercial building located at Olderfleet 477 Collins Street, Melbourne and a 100% interest in a commercial building located at 55 Currie Street, Adelaide, Australia. Suntec REIT also holds a 50.0% interest in Nova Properties and a 100% interest in The Minster Building both located in London, United Kingdom. Suntec REIT is managed by an external manager, ESR Trust Management (Suntec) Limited (formerly known as ARA Trust Management (Suntec) Limited).","[{'maxAge': 1, 'name': 'Mr. Kee-Hiong  Chong', 'age': 58, 'title': 'CEO & Executive Director of ARA Trust Management (Suntec) Limited', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 1141955, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ee San  Ng', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dawn  Lai', 'title': 'Chief Operating Officer of ARA Trust Management (Suntec) Limited', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Melissa  Chow', 'title': 'Manager of Investor Relations - ARA Trust Management (Suntec) Limited', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mei Mei  Low', 'title': 'Company Secretary of ARA Trust Management (Suntec) Limited', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mui Ling  Ha A.C.S.', 'title': 'Company Secretary of ESR Trust Management (Suntec) Limited', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,4,1.32,1.31,1.31,1.34,1.32,1.31,1.31,1.34,0.06,4.82,1753920000,1.6847999,5.75,0.404,22.166668,9536800,9536800,7508733,7497310,7497310,1.32,1.33,0,0,3907317504,1.03,1.35,2.25,0.485,7.04853,1.2822,1.18505,0.063,0.047727272,SGD,False,7681808896,-0.00902,1937177440,2937832603,0.28919,0.21964,2937832603,1.993,0.6673357,1735603200,1767139200,1751241600,-19405000,-0.01,0.06,13.857,23.036,0.015384674,0.1719923,0.01592,1753920000,EQUITY,1.33,1.48,1.03,1.27231,1.31,2.84615,hold,13,373352000,0.127,333464992,4045253888,3.115,3.139,554345024,61.442,0.189,0.01881,0.00084,345964992,158302256,258615008,0.038,0.62409997,0.60155,0.60703,SGD,T82U.SI,en-US,US,Equity,Delayed Quote,False,LOW,POSTPOST,0.757575,1.33,[],Suntec Reit,Suntec Real Estate Investment Trust,1759827900,SES,finmb_12870290,Asia/Singapore,SGT,28800000,sg_market,False,False,-0.01,0.06,0.05511,24.133553,0.047800064,0.037279725,0.14495003,0.12231554,20,10,2.8 - Hold,False,False,1194224400000,0.00999999,1.31 - 1.34,SES,7508733,0.30000007,0.2912622,1.03 - 1.35,-0.01999998,-0.014814801,1.5384674,1753347600,1753347600,1753347600,1.593
