address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
168 Robinson Road,#25-00 Capital Tower,Singapore,068912,Singapore,65 6713 2888,65 6713 2999,https://www.cict.com.sg,REIT - Retail,reit-retail,REIT - Retail,Real Estate,real-estate,Real Estate,"CapitaLand Integrated Commercial Trust (CICT) is the first and largest real estate investment trust (REIT) listed on Singapore Exchange Securities Trading Limited (SGX-ST) with a market capitalisation of S$14.0 billion as at 31 July 2024. It debuted on SGX-ST as CapitaLand Mall Trust in July 2002 and was renamed CICT in November 2020 following the merger with CapitaLand Commercial Trust. CICT owns and invests in quality income-producing assets primarily used for commercial (including retail and/or office) purpose, located predominantly in Singapore. As the largest proxy for Singapore commercial real estate, CICT's portfolio comprises 21 properties in Singapore, two properties in Frankfurt, Germany, and three properties in Sydney, Australia with a total property value of S$24.5 billion based on valuations of its proportionate interests in the portfolio as at 31 December 2023. CICT is managed by CapitaLand Integrated Commercial Trust Management Limited, a wholly owned subsidiary of CapitaLand Investment Limited, a leading global real asset manager with a strong Asia foothold.","[{'maxAge': 1, 'name': 'Mr. Tee Hieong  Tan', 'age': 57, 'title': 'CEO & Executive Non-Independent Director of CapitaLand Integrated Commercial Trust Management Ltd', 'yearBorn': 1967, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mei Lian  Wong', 'age': 53, 'title': 'Chief Financial Officer of CapitaLand Integrated Commercial Trust Management Limited', 'yearBorn': 1971, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jacqueline  Lee', 'title': 'Head of Investment of CapitaLand Integrated Commercial Trust Mgmt Ltd', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mei Peng  Ho', 'title': 'Head of Investor Relations of CapitaLand Integrated Commercial Trust Management Limited', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pei Siang  Chia', 'title': 'Vice President of Group Communications', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chee Seng Pang', 'title': 'Dy GM & Head of Property Mgmt - Capitamall Trust Mgmt Ltd - Mngr', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lee Yi  Zhuan', 'title': 'Head of Portfolio Management of CapitaLand Integrated Commercial Trust Management Limited', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Choon-Siang  Tan', 'age': 47, 'title': 'Deputy Chief Executive Officer', 'yearBorn': 1977, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ju Lin  Lee', 'title': 'Company Secretary of CapitaLand Integrated Commercial Trust Management Limited', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Leng Li  Tee', 'title': 'Company Secretary of CapitaLand Integrated Commercial Trust Management Limited', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}]",1546214400,86400,4,1.97,1.97,1.96,1.99,1.97,1.97,1.96,1.99,0.16,0.0828,1739318400,0.9589,4.72,0.765,14.071428,17.202236,10751800,10751800,22156995,20610360,20610360,1.97,1.98,14377986048,1.83,2.2,9.063685,1.9452,2.013736,0.109,0.05532995,SGD,23533699072,0.58858,4986314542,7298469888,0.00235,0.51232,7298469888,2.127,0.9261871,1735603200,1767139200,1735603200,0.198,933683008,0.14,0.12,14.835,22.408,0.0051020384,0.22894537,0.0329,1739318400,SES,EQUITY,C38U.SI,C38U.SI,CapLand IntCom T,CapitaLand Integrated Commercial Trust,1194224400,Asia/Singapore,SGT,42ce9cf9-7a2c-3c6f-849e-aabb6403b7ce,finmb_9875963,28800000,1.97,2.45,2.05,2.27625,2.275,1.625,buy,16,156358000,0.021,1050224000,9114356736,0.157,0.161,1586328960,57.971,0.231,0.02611,0.062529996,1089152000,484803360,1044198016,0.134,0.012,0.68658996,0.66205,0.65145,SGD,55.9659
